Index,V,Fe,Co,Ni,Mo,Sn,W,CP,CM_type,CM_morph,MS2_morph,CP_morph,SSA,C,Cation,Anion,P_low,P_high,CD,Cs
546,False,False,False,False,True,False,False,False,0,0,nanosheets,0,22.0,1.0,H,SO4,-0.1,0.6,20.0,97.0
547,False,False,False,False,True,False,False,False,0,0,nanosheets,0,22.0,1.0,H,SO4,-0.1,0.6,30.0,94.0
548,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,18.7,1.0,K,Cl,-0.9,0.2,0.5,178.0
549,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,18.7,1.0,K,Cl,-0.9,0.2,1.0,168.0
550,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,18.7,1.0,K,Cl,-0.9,0.2,2.0,159.0
551,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,18.7,1.0,K,Cl,-0.9,0.2,4.0,148.0
552,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,21.1,1.0,Na,SO4,-0.8,0.2,1.0,129.0
553,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,21.1,1.0,Na,SO4,-0.8,0.2,1.5,115.0
554,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,21.1,1.0,Na,SO4,-0.8,0.2,3.0,102.0
555,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,21.1,1.0,Na,SO4,-0.8,0.2,5.0,92.0
556,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,21.1,1.0,Na,SO4,-0.8,0.2,10.0,74.0
557,False,False,False,False,True,False,False,False,0,0,nanosheets,0,6.6,1.0,Na,SO4,-0.8,0.2,0.1,226.0
558,False,False,False,False,True,False,False,False,0,0,nanosheets,0,6.6,1.0,Na,SO4,-0.8,0.2,0.2,151.0
559,False,False,False,False,True,False,False,False,0,0,nanosheets,0,6.6,1.0,Na,SO4,-0.8,0.2,0.3,134.0
560,False,False,False,False,True,False,False,False,0,0,nanosheets,0,6.6,1.0,Na,SO4,-0.8,0.2,0.5,102.0
561,False,False,False,False,True,False,False,False,0,0,nanosheets,0,6.6,1.0,Na,SO4,-0.8,0.2,0.6,85.0
562,False,False,False,False,True,False,False,False,0,0,nanosheets,0,6.6,1.0,Na,SO4,-0.8,0.2,0.7,75.0
563,False,False,False,False,True,False,False,False,0,0,nanosheets,0,6.6,1.0,Na,SO4,-0.8,0.2,1.0,35.0
564,False,False,False,False,True,False,False,True,G-based,2D,nanosheets,supported,365.8,1.0,Na,SO4,-0.8,0.2,0.1,270.0
565,False,False,False,False,True,False,False,True,G-based,2D,nanosheets,supported,365.8,1.0,Na,SO4,-0.8,0.2,0.2,240.0
566,False,False,False,False,True,False,False,True,G-based,2D,nanosheets,supported,365.8,1.0,Na,SO4,-0.8,0.2,0.3,180.0
567,False,False,False,False,True,False,False,True,G-based,2D,nanosheets,supported,365.8,1.0,Na,SO4,-0.8,0.2,0.5,155.0
568,False,False,False,False,True,False,False,True,G-based,2D,nanosheets,supported,365.8,1.0,Na,SO4,-0.8,0.2,0.6,136.0
569,False,False,False,False,True,False,False,True,G-based,2D,nanosheets,supported,365.8,1.0,Na,SO4,-0.8,0.2,0.7,126.0
570,False,False,False,False,True,False,False,True,G-based,2D,nanosheets,supported,365.8,1.0,Na,SO4,-0.8,0.2,1.0,90.0
571,False,False,False,False,True,False,False,True,CNF,1D fibers,flower-like clusters,supported,115.0,1.0,Na,SO4,-0.7,0.0,0.5,225.0
572,False,False,False,False,True,False,False,True,CNF,1D fibers,flower-like clusters,supported,115.0,1.0,Na,SO4,-0.7,0.0,1.0,215.0
573,False,False,False,False,True,False,False,True,CNF,1D fibers,flower-like clusters,supported,115.0,1.0,Na,SO4,-0.7,0.0,2.0,131.0
574,False,False,False,False,True,False,False,True,CNF,1D fibers,flower-like clusters,supported,115.0,1.0,Na,SO4,-0.7,0.0,3.0,120.0
575,False,False,False,False,True,False,False,True,CNF,1D fibers,flower-like clusters,supported,115.0,1.0,Na,SO4,-0.7,0.0,4.0,112.0
576,False,False,False,False,True,False,False,True,CNF,1D fibers,flower-like clusters,supported,115.0,1.0,Na,SO4,-0.7,0.0,5.0,106.0
577,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,30.0,3.0,K,OH,0.0,0.42,1.0,159.0
578,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,30.0,3.0,K,OH,0.0,0.42,2.0,149.0
579,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,30.0,3.0,K,OH,0.0,0.42,3.0,135.0
580,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,30.0,3.0,K,OH,0.0,0.42,5.0,124.0
581,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,30.0,3.0,K,OH,0.0,0.42,10.0,112.0
582,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,30.0,3.0,K,OH,0.0,0.42,20.0,99.0
583,False,False,False,False,True,False,False,True,derived carbon-based,3D special,flower-like clusters,embedded,39.4,3.0,K,OH,0.0,0.42,1.0,453.0
584,False,False,False,False,True,False,False,True,derived carbon-based,3D special,flower-like clusters,embedded,39.4,3.0,K,OH,0.0,0.42,2.0,404.0
585,False,False,False,False,True,False,False,True,derived carbon-based,3D special,flower-like clusters,embedded,39.4,3.0,K,OH,0.0,0.42,3.0,395.0
586,False,False,False,False,True,False,False,True,derived carbon-based,3D special,flower-like clusters,embedded,39.4,3.0,K,OH,0.0,0.42,5.0,386.0
587,False,False,False,False,True,False,False,True,derived carbon-based,3D special,flower-like clusters,embedded,39.4,3.0,K,OH,0.0,0.42,10.0,318.0
588,False,False,False,False,True,False,False,True,derived carbon-based,3D special,flower-like clusters,embedded,39.4,3.0,K,OH,0.0,0.42,20.0,273.0
589,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,9.3,6.0,K,OH,0.0,0.5,2.0,109.0
590,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,9.3,6.0,K,OH,0.0,0.5,5.0,100.0
591,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,9.3,6.0,K,OH,0.0,0.5,10.0,75.0
592,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,9.3,6.0,K,OH,0.0,0.5,15.0,61.0
593,False,False,False,False,True,False,False,True,G-based,2D,flower-like clusters,supported,10.3,6.0,K,OH,0.0,0.5,2.0,132.0
594,False,False,False,False,True,False,False,True,G-based,2D,flower-like clusters,supported,10.3,6.0,K,OH,0.0,0.5,5.0,111.0
595,False,False,False,False,True,False,False,True,G-based,2D,flower-like clusters,supported,10.3,6.0,K,OH,0.0,0.5,10.0,89.0
596,False,False,False,False,True,False,False,True,G-based,2D,flower-like clusters,supported,10.3,6.0,K,OH,0.0,0.5,15.0,66.0
597,False,False,False,False,True,False,False,True,G-based,2D,flower-like clusters,supported,15.0,6.0,K,OH,0.0,0.5,2.0,145.0
598,False,False,False,False,True,False,False,True,G-based,2D,flower-like clusters,supported,15.0,6.0,K,OH,0.0,0.5,5.0,132.0
599,False,False,False,False,True,False,False,True,G-based,2D,flower-like clusters,supported,15.0,6.0,K,OH,0.0,0.5,10.0,111.0
600,False,False,False,False,True,False,False,True,G-based,2D,flower-like clusters,supported,15.0,6.0,K,OH,0.0,0.5,15.0,98.0
601,False,False,False,False,True,False,False,True,G-based,2D,flower-like clusters,supported,26.1,6.0,K,OH,0.0,0.5,2.0,212.0
602,False,False,False,False,True,False,False,True,G-based,2D,flower-like clusters,supported,26.1,6.0,K,OH,0.0,0.5,5.0,155.0
603,False,False,False,False,True,False,False,True,G-based,2D,flower-like clusters,supported,26.1,6.0,K,OH,0.0,0.5,10.0,133.0
604,False,False,False,False,True,False,False,True,G-based,2D,flower-like clusters,supported,26.1,6.0,K,OH,0.0,0.5,15.0,105.0
605,False,False,False,False,True,False,False,True,G-based,2D,flower-like clusters,supported,13.3,6.0,K,OH,0.0,0.5,2.0,199.0
606,False,False,False,False,True,False,False,True,G-based,2D,flower-like clusters,supported,13.3,6.0,K,OH,0.0,0.5,5.0,136.0
607,False,False,False,False,True,False,False,True,G-based,2D,flower-like clusters,supported,13.3,6.0,K,OH,0.0,0.5,10.0,120.0
608,False,False,False,False,True,False,False,True,G-based,2D,flower-like clusters,supported,13.3,6.0,K,OH,0.0,0.5,15.0,100.0
609,False,False,False,False,True,False,False,False,0,0,nanosheets,0,21.1,1.0,Na,SO4,-0.8,0.2,1.0,119.0
610,False,False,False,False,True,False,False,False,0,0,nanosheets,0,21.1,1.0,Na,SO4,-0.8,0.2,1.5,108.0
611,False,False,False,False,True,False,False,False,0,0,nanosheets,0,21.1,1.0,Na,SO4,-0.8,0.2,3.0,94.0
612,False,False,False,False,True,False,False,False,0,0,nanosheets,0,21.1,1.0,Na,SO4,-0.8,0.2,5.0,85.0
613,False,False,False,False,True,False,False,False,0,0,nanosheets,0,21.1,1.0,Na,SO4,-0.8,0.2,10.0,71.0
614,False,False,False,False,True,False,False,True,derived carbon-based,3D porous,nanosheets,supported,918.0,1.0,Na,SO4,-0.8,0.2,1.0,251.0
615,False,False,False,False,True,False,False,True,derived carbon-based,3D porous,nanosheets,supported,918.0,1.0,Na,SO4,-0.8,0.2,1.5,233.0
616,False,False,False,False,True,False,False,True,derived carbon-based,3D porous,nanosheets,supported,918.0,1.0,Na,SO4,-0.8,0.2,3.0,215.0
617,False,False,False,False,True,False,False,True,derived carbon-based,3D porous,nanosheets,supported,918.0,1.0,Na,SO4,-0.8,0.2,5.0,196.0
618,False,False,False,False,True,False,False,True,derived carbon-based,3D porous,nanosheets,supported,918.0,1.0,Na,SO4,-0.8,0.2,10.0,181.0
619,False,False,False,False,True,False,False,True,G-based,2D,nanosheets,supported,70.1,1.0,H,SO4,-0.6,0.2,0.75,331.0
620,False,False,False,False,True,False,False,True,G-based,2D,nanosheets,supported,70.1,1.0,H,SO4,-0.6,0.2,1.0,310.0
621,False,False,False,False,True,False,False,True,G-based,2D,nanosheets,supported,70.1,1.0,H,SO4,-0.6,0.2,2.0,247.0
622,False,False,False,False,True,False,False,True,G-based,2D,nanosheets,supported,70.1,1.0,H,SO4,-0.6,0.2,3.0,231.0
623,False,False,False,False,True,False,False,True,G-based,2D,nanosheets,supported,70.1,1.0,H,SO4,-0.6,0.2,4.0,216.0
624,False,False,False,False,True,False,False,True,G-based,2D,nanosheets,supported,70.1,1.0,H,SO4,-0.6,0.2,5.0,206.0
625,False,False,False,False,True,False,False,True,G-based,2D,nanosheets,supported,70.1,1.0,H,SO4,-0.6,0.2,10.0,172.0
626,False,False,False,False,True,False,False,True,G-based,2D,nanosheets,supported,24.8,1.0,H,SO4,-0.6,0.2,0.75,103.0
627,False,False,False,False,True,False,False,False,0,0,irregular nanoparticles,0,1.8,1.0,K,OH,0.0,0.6,2.0,173.0
628,False,False,False,False,True,False,False,False,0,0,irregular nanoparticles,0,1.8,1.0,K,OH,0.0,0.6,4.0,169.0
629,False,False,False,False,True,False,False,False,0,0,irregular nanoparticles,0,1.8,1.0,K,OH,0.0,0.6,6.0,146.0
630,False,False,False,False,True,False,False,False,0,0,irregular nanoparticles,0,1.8,1.0,K,OH,0.0,0.6,8.0,125.0
631,False,False,False,False,True,False,False,False,0,0,irregular nanoparticles,0,1.8,1.0,K,OH,0.0,0.6,10.0,111.0
632,False,False,False,False,True,False,False,False,0,0,irregular nanoparticles,0,1.8,1.0,K,OH,0.0,0.6,20.0,102.0
633,False,False,False,False,True,False,True,True,G-based,2D,nanosheets,supported,109.0,3.0,K,OH,0.0,0.4,1.0,365.0
634,False,False,False,False,True,False,True,True,G-based,2D,nanosheets,supported,109.0,3.0,K,OH,0.0,0.4,2.0,343.0
635,False,False,False,False,True,False,True,True,G-based,2D,nanosheets,supported,109.0,3.0,K,OH,0.0,0.4,4.0,312.0
636,False,False,False,False,True,False,True,True,G-based,2D,nanosheets,supported,109.0,3.0,K,OH,0.0,0.4,8.0,280.0
637,False,False,False,False,False,True,False,False,0,0,flower-like clusters,0,64.8,2.0,K,OH,0.0,0.5,1.0,432.0
638,False,False,False,False,False,True,False,False,0,0,flower-like clusters,0,64.8,2.0,K,OH,0.0,0.5,2.0,399.0
639,False,False,False,False,False,True,False,False,0,0,flower-like clusters,0,64.8,2.0,K,OH,0.0,0.5,3.0,312.0
640,False,False,False,False,False,True,False,False,0,0,flower-like clusters,0,64.8,2.0,K,OH,0.0,0.5,5.0,272.0
641,False,False,False,False,False,True,False,False,0,0,flower-like clusters,0,64.8,2.0,K,OH,0.0,0.5,7.0,231.0
642,False,False,False,False,False,True,False,False,0,0,flower-like clusters,0,64.8,2.0,K,OH,0.0,0.5,8.0,157.0
643,False,False,False,False,False,True,False,False,0,0,flower-like clusters,0,64.8,2.0,K,OH,0.0,0.5,10.0,126.0
644,False,False,False,False,False,True,False,False,0,0,bulk,0,27.4,2.0,K,OH,0.0,0.5,1.0,113.0
645,False,False,False,False,False,True,False,False,0,0,bulk,0,27.4,2.0,K,OH,0.0,0.5,2.0,105.0
646,False,False,False,False,False,True,False,False,0,0,bulk,0,27.4,2.0,K,OH,0.0,0.5,3.0,68.0
647,False,False,False,False,False,True,False,False,0,0,bulk,0,27.4,2.0,K,OH,0.0,0.5,5.0,67.0
648,False,False,False,False,False,True,False,False,0,0,bulk,0,27.4,2.0,K,OH,0.0,0.5,7.0,44.0
649,False,False,False,False,False,True,False,False,0,0,bulk,0,27.4,2.0,K,OH,0.0,0.5,8.0,35.0
650,False,False,False,False,False,True,False,False,0,0,bulk,0,27.4,2.0,K,OH,0.0,0.5,10.0,29.0
651,False,False,False,False,False,True,False,False,0,0,irregular nanoparticles,0,32.9,2.0,K,OH,0.0,0.5,1.0,390.0
652,False,False,False,False,False,True,False,False,0,0,irregular nanoparticles,0,32.9,2.0,K,OH,0.0,0.5,2.0,366.0
653,False,False,False,False,False,True,False,False,0,0,irregular nanoparticles,0,32.9,2.0,K,OH,0.0,0.5,3.0,247.0
654,False,False,False,False,False,True,False,False,0,0,irregular nanoparticles,0,32.9,2.0,K,OH,0.0,0.5,5.0,240.0
655,False,False,False,False,False,True,False,False,0,0,irregular nanoparticles,0,32.9,2.0,K,OH,0.0,0.5,7.0,172.0
656,False,False,False,False,False,True,False,False,0,0,irregular nanoparticles,0,32.9,2.0,K,OH,0.0,0.5,8.0,121.0
657,False,False,False,False,False,True,False,False,0,0,irregular nanoparticles,0,32.9,2.0,K,OH,0.0,0.5,10.0,100.0
658,False,False,False,False,False,True,False,False,0,0,nanosheets,0,17.5,3.5,K,OH,-0.1,0.4,1.0,89.0
659,False,False,False,False,False,True,False,False,0,0,nanosheets,0,17.5,3.5,K,OH,-0.1,0.4,2.0,71.0
660,False,False,False,False,False,True,False,False,0,0,nanosheets,0,17.5,3.5,K,OH,-0.1,0.4,4.0,65.0
661,False,False,False,False,False,True,False,False,0,0,nanosheets,0,17.5,3.5,K,OH,-0.1,0.4,10.0,51.0
662,False,False,False,False,True,True,False,False,0,0,flower-like clusters,0,31.4,3.5,K,OH,-0.1,0.4,1.0,213.0
663,False,False,False,False,True,True,False,False,0,0,flower-like clusters,0,31.4,3.5,K,OH,-0.1,0.4,2.0,184.0
664,False,False,False,False,True,True,False,False,0,0,flower-like clusters,0,31.4,3.5,K,OH,-0.1,0.4,4.0,153.0
665,False,False,False,False,True,True,False,False,0,0,flower-like clusters,0,31.4,3.5,K,OH,-0.1,0.4,10.0,79.0
666,False,False,False,False,False,True,False,False,0,0,flower-like clusters,0,10.7,1.0,K,Cl,0.0,0.8,1.0,125.0
667,False,False,False,False,False,True,False,False,0,0,irregular nanoparticles,0,52.4,2.0,K,OH,0.0,0.42,1.0,497.0
668,False,False,False,False,False,True,False,False,0,0,irregular nanoparticles,0,52.4,2.0,K,OH,0.0,0.42,1.5,471.0
669,False,False,False,False,False,True,False,False,0,0,irregular nanoparticles,0,52.4,2.0,K,OH,0.0,0.42,2.0,454.0
670,False,False,False,False,False,True,False,False,0,0,irregular nanoparticles,0,52.4,2.0,K,OH,0.0,0.42,2.5,437.0
671,False,False,False,False,False,True,False,False,0,0,irregular nanoparticles,0,52.4,2.0,K,OH,0.0,0.42,3.0,429.0
672,False,False,False,False,False,True,False,False,0,0,irregular nanoparticles,0,52.4,2.0,K,OH,0.0,0.42,5.0,343.0
673,False,False,False,False,False,True,False,True,CNT,3D special,irregular nanoparticles,interconnection,64.3,2.0,K,OH,0.0,0.42,1.0,938.0
674,False,False,False,False,False,True,False,True,CNT,3D special,irregular nanoparticles,interconnection,64.3,2.0,K,OH,0.0,0.42,1.5,906.0
675,False,False,False,False,False,True,False,True,CNT,3D special,irregular nanoparticles,interconnection,64.3,2.0,K,OH,0.0,0.42,2.0,882.0
676,False,False,False,False,False,True,False,True,CNT,3D special,irregular nanoparticles,interconnection,64.3,2.0,K,OH,0.0,0.42,2.5,857.0
677,False,False,False,False,False,True,False,True,CNT,3D special,irregular nanoparticles,interconnection,64.3,2.0,K,OH,0.0,0.42,3.0,803.0
678,False,False,False,False,False,True,False,True,CNT,3D special,irregular nanoparticles,interconnection,64.3,2.0,K,OH,0.0,0.42,3.5,774.0
679,False,False,False,False,False,True,False,True,CNT,3D special,irregular nanoparticles,interconnection,64.3,2.0,K,OH,0.0,0.42,4.0,730.0
680,False,False,False,False,False,True,False,True,CNT,3D special,irregular nanoparticles,interconnection,64.3,2.0,K,OH,0.0,0.42,4.5,704.0
681,False,False,False,False,False,True,False,True,CNT,3D special,irregular nanoparticles,interconnection,64.3,2.0,K,OH,0.0,0.42,5.0,682.0
682,False,False,False,False,False,True,False,False,0,0,irregular nanoparticles,0,25.0,1.0,Li,SO4,-0.6,0.4,1.0,46.0
683,False,False,False,False,False,True,False,False,0,0,irregular nanoparticles,0,25.0,1.0,Na,SO4,-0.3,0.7,1.0,18.0
684,False,False,False,False,False,True,False,False,0,0,irregular nanoparticles,0,25.0,1.0,K,OH,-0.6,0.4,1.0,63.0
685,False,False,False,False,False,True,False,False,0,0,flower-like clusters,0,42.0,1.0,Li,SO4,-0.6,0.4,1.0,112.0
686,False,False,False,False,False,True,False,False,0,0,flower-like clusters,0,42.0,1.0,Na,SO4,-0.3,0.7,1.0,20.0
687,False,False,False,False,False,True,False,False,0,0,flower-like clusters,0,42.0,1.0,K,OH,-0.6,0.4,1.0,89.0
688,False,False,False,False,False,True,False,False,0,0,nanoparticles,0,72.4,1.0,Na,OH,-0.2,0.6,3.0,165.0
689,False,False,False,False,False,True,False,False,0,0,nanoparticles,0,72.4,1.0,Na,OH,-0.2,0.6,3.5,160.0
690,False,False,False,False,False,True,False,False,0,0,nanoparticles,0,72.4,1.0,Na,OH,-0.2,0.6,5.0,131.0
691,False,False,False,False,False,True,False,False,0,0,nanoparticles,0,72.4,1.0,Na,OH,-0.2,0.6,10.0,122.0
692,False,False,False,False,False,True,False,False,0,0,nanoparticles,0,72.4,1.0,Na,OH,-0.2,0.6,20.0,108.0
693,False,False,False,False,False,True,False,False,0,0,nanosheets,0,44.6,2.0,K,OH,-0.4,0.2,1.0,85.0
694,False,False,False,False,False,True,False,False,0,0,nanosheets,0,44.6,2.0,K,OH,-0.4,0.2,2.0,48.0
695,False,False,False,False,False,True,False,False,0,0,nanosheets,0,44.6,2.0,K,OH,-0.4,0.2,3.0,32.0
696,False,False,False,False,False,True,False,False,0,0,nanosheets,0,44.6,2.0,K,OH,-0.4,0.2,4.0,17.0
697,False,False,False,False,False,True,False,False,0,0,nanosheets,0,44.6,2.0,K,OH,-0.4,0.2,5.0,15.0
698,False,False,False,False,False,True,False,True,G-based,2D,nanosheets,coated,115.0,2.0,K,OH,-0.4,0.2,1.0,565.0
699,False,False,False,False,False,True,False,True,G-based,2D,nanosheets,coated,115.0,2.0,K,OH,-0.4,0.2,2.0,367.0
700,False,False,False,False,False,True,False,True,G-based,2D,nanosheets,coated,115.0,2.0,K,OH,-0.4,0.2,3.0,288.0
701,False,False,False,False,False,True,False,True,G-based,2D,nanosheets,coated,115.0,2.0,K,OH,-0.4,0.2,4.0,232.0
702,False,False,False,False,False,True,False,True,G-based,2D,nanosheets,coated,115.0,2.0,K,OH,-0.4,0.2,5.0,195.0
703,False,False,False,False,False,True,False,False,0,0,irregular nanoparticles,0,78.2,2.0,K,OH,0.0,0.45,0.3,125.0
704,False,False,False,False,False,True,False,False,0,0,irregular nanoparticles,0,78.2,2.0,K,OH,0.0,0.45,0.5,121.0
705,False,False,False,False,False,True,False,False,0,0,irregular nanoparticles,0,78.2,2.0,K,OH,0.0,0.45,1.0,107.0
706,False,False,False,False,False,True,False,False,0,0,irregular nanoparticles,0,78.2,2.0,K,OH,0.0,0.45,3.0,77.0
707,False,False,False,False,False,True,False,False,0,0,irregular nanoparticles,0,78.2,2.0,K,OH,0.0,0.45,5.0,65.0
708,False,False,False,False,False,True,False,False,0,0,irregular nanoparticles,0,78.2,2.0,K,OH,0.0,0.45,10.0,49.0
709,False,False,False,False,False,True,False,True,G-based,2D,irregular nanoparticles,supported,41.8,2.0,K,OH,0.0,0.45,0.3,274.0
710,False,False,False,False,False,True,False,True,G-based,2D,irregular nanoparticles,supported,41.8,2.0,K,OH,0.0,0.45,0.5,233.0
711,False,False,False,False,False,True,False,True,G-based,2D,irregular nanoparticles,supported,41.8,2.0,K,OH,0.0,0.45,1.0,201.0
712,False,False,False,False,False,True,False,True,G-based,2D,irregular nanoparticles,supported,41.8,2.0,K,OH,0.0,0.45,3.0,156.0
713,False,False,False,False,False,True,False,True,G-based,2D,irregular nanoparticles,supported,41.8,2.0,K,OH,0.0,0.45,5.0,134.0
714,False,False,False,False,False,True,False,True,G-based,2D,irregular nanoparticles,supported,41.8,2.0,K,OH,0.0,0.45,10.0,101.0
715,False,False,False,False,False,False,True,False,0,0,irregular nanoparticles,0,16.6,2.0,K,OH,-0.4,0.2,0.75,242.0
716,False,False,False,False,False,False,True,False,0,0,irregular nanoparticles,0,16.6,2.0,K,OH,-0.4,0.2,1.0,208.0
717,False,False,False,False,False,False,True,False,0,0,irregular nanoparticles,0,16.6,2.0,K,OH,-0.4,0.2,2.0,178.0
718,False,False,False,False,False,False,True,False,0,0,irregular nanoparticles,0,16.6,2.0,K,OH,-0.4,0.2,3.0,168.0
719,False,False,False,False,False,False,True,False,0,0,irregular nanoparticles,0,16.6,2.0,K,OH,-0.4,0.2,4.0,160.0
720,False,False,False,False,False,False,True,False,0,0,irregular nanoparticles,0,16.6,2.0,K,OH,-0.4,0.2,5.0,155.0
721,False,False,False,False,False,False,True,False,0,0,irregular nanoparticles,0,16.6,2.0,K,OH,-0.4,0.2,6.0,150.0
722,False,False,False,False,False,False,True,False,0,0,irregular nanoparticles,0,16.6,2.0,K,OH,-0.4,0.2,7.0,148.0
723,False,False,False,False,False,False,True,False,0,0,irregular nanoparticles,0,16.6,2.0,K,OH,-0.4,0.2,10.0,139.0
724,False,False,False,False,False,False,True,False,0,0,nanosheets,0,5.2,3.0,K,OH,0.0,0.55,1.0,262.0
725,False,False,False,False,False,False,True,False,0,0,nanosheets,0,5.2,3.0,K,OH,0.0,0.55,1.5,221.0
726,False,False,False,False,False,False,True,False,0,0,nanosheets,0,5.2,3.0,K,OH,0.0,0.55,2.0,164.0
727,False,False,False,False,False,False,True,False,0,0,nanosheets,0,5.2,3.0,K,OH,0.0,0.55,2.5,86.0
728,False,False,False,False,False,False,True,False,0,0,nanosheets,0,5.2,3.0,K,OH,0.0,0.55,3.0,65.0
729,False,False,False,False,False,False,True,False,0,0,flower-like clusters,0,39.9,1.0,H,SO4,-0.3,0.6,0.5,156.0
730,False,False,False,False,False,False,True,False,0,0,flower-like clusters,0,39.9,1.0,H,SO4,-0.3,0.6,0.8,113.0
731,False,False,False,False,False,False,True,False,0,0,flower-like clusters,0,39.9,1.0,H,SO4,-0.3,0.6,1.0,96.0
732,False,False,False,False,False,False,True,False,0,0,flower-like clusters,0,39.9,1.0,H,SO4,-0.3,0.6,3.0,74.0
733,False,False,False,False,False,False,True,False,0,0,flower-like clusters,0,39.9,1.0,H,SO4,-0.3,0.6,5.0,70.0
734,False,False,False,False,False,False,True,False,0,0,flower-like clusters,0,12.8,1.0,K,OH,0.0,0.8,0.25,244.0
735,False,False,False,False,False,False,True,False,0,0,flower-like clusters,0,12.8,1.0,K,OH,0.0,0.8,0.5,236.0
736,False,False,False,False,False,False,True,False,0,0,flower-like clusters,0,12.8,1.0,K,OH,0.0,0.8,1.0,228.0
737,False,False,False,False,False,False,True,False,0,0,flower-like clusters,0,12.8,1.0,K,OH,0.0,0.8,2.0,220.0
738,False,False,False,False,False,False,True,False,0,0,flower-like clusters,0,12.8,1.0,K,OH,0.0,0.8,5.0,208.0
739,False,False,False,False,False,False,True,False,0,0,irregular nanoparticles,0,3.6,2.0,K,OH,-0.2,0.4,0.2,265.0
740,False,False,False,False,False,False,True,False,0,0,irregular nanoparticles,0,3.6,2.0,K,OH,-0.2,0.4,0.5,245.0
741,False,False,False,False,False,False,True,False,0,0,irregular nanoparticles,0,3.6,2.0,K,OH,-0.2,0.4,1.0,221.0
742,False,False,False,False,False,False,True,False,0,0,irregular nanoparticles,0,3.6,2.0,K,OH,-0.2,0.4,2.0,206.0
743,False,False,False,False,False,False,True,False,0,0,irregular nanoparticles,0,3.6,2.0,K,OH,-0.2,0.4,4.0,175.0
744,False,False,False,False,False,False,True,False,0,0,irregular nanoparticles,0,3.6,2.0,K,OH,-0.2,0.4,10.0,134.0
745,False,False,False,False,False,False,True,True,derived carbon-based,3D porous,irregular nanoparticles,supported,565.2,2.0,K,OH,-0.2,0.4,0.2,1306.0
746,False,False,False,False,False,False,True,True,derived carbon-based,3D porous,irregular nanoparticles,supported,565.2,2.0,K,OH,-0.2,0.4,0.5,1231.0
747,False,False,False,False,False,False,True,True,derived carbon-based,3D porous,irregular nanoparticles,supported,565.2,2.0,K,OH,-0.2,0.4,1.0,1074.0
748,False,False,False,False,False,False,True,True,derived carbon-based,3D porous,irregular nanoparticles,supported,565.2,2.0,K,OH,-0.2,0.4,2.0,795.0
749,False,False,False,False,False,False,True,True,derived carbon-based,3D porous,irregular nanoparticles,supported,565.2,2.0,K,OH,-0.2,0.4,4.0,631.0
750,False,False,False,False,False,False,True,True,derived carbon-based,3D porous,irregular nanoparticles,supported,565.2,2.0,K,OH,-0.2,0.4,10.0,483.0
751,False,False,False,False,False,False,True,False,0,0,bulk,0,7.2,1.0,Na,OH,0.0,0.8,0.5,62.0
752,False,False,False,False,False,False,True,False,0,0,bulk,0,7.2,1.0,Na,OH,0.0,0.8,1.0,60.0
753,False,False,False,False,False,False,True,False,0,0,bulk,0,7.2,1.0,Na,OH,0.0,0.8,2.0,57.0
754,False,False,False,False,False,False,True,False,0,0,bulk,0,7.2,1.0,Na,OH,0.0,0.8,5.0,53.0
755,False,False,False,False,False,False,True,False,0,0,bulk,0,7.2,1.0,Na,OH,0.0,0.8,10.0,49.0
756,False,False,False,False,False,False,True,False,0,0,nanosheets,0,13.6,1.0,Na,OH,0.0,0.8,0.5,144.0
757,False,False,False,False,False,False,True,False,0,0,nanosheets,0,13.6,1.0,Na,OH,0.0,0.8,1.0,137.0
758,False,False,False,False,False,False,True,False,0,0,nanosheets,0,13.6,1.0,Na,OH,0.0,0.8,2.0,131.0
759,False,False,False,False,False,False,True,False,0,0,nanosheets,0,13.6,1.0,Na,OH,0.0,0.8,5.0,124.0
760,False,False,False,False,False,False,True,False,0,0,nanosheets,0,13.6,1.0,Na,OH,0.0,0.8,10.0,118.0
761,False,False,False,False,False,False,True,True,CNF,1D fibers,flower-like clusters,supported,28.6,1.0,Na,OH,0.0,0.8,0.25,113.0
762,False,False,False,False,False,False,True,True,CNF,1D fibers,flower-like clusters,supported,28.6,1.0,Na,OH,0.0,0.8,0.5,103.0
